Bill,Bill Type,Bill Num,Session,Bill Status,Money Given in Favor of Bill,Money Given in against the Bill,Bill Title,Bill URL
1059108,hr,4384,112,UNOPPOSED,3148601,6960009,,http://maplight.org/us-congress/bill/112-hr-4384/1059108/total-contributions
1059109,hr,4385,112,UNOPPOSED,8372459,4989168,,http://maplight.org/us-congress/bill/112-hr-4385/1059109/total-contributions
1085758,hr,4402,112,PASSED,7408540,1841289,National Strategic and Critical Minerals Production Act of 2012,http://maplight.org/us-congress/bill/112-hr-4402/1085758/total-contributions
1059761,hr,4402,112,PASSED,7408540,1841289,National Strategic and Critical Minerals Production Act of 2012,http://maplight.org/us-congress/bill/112-hr-4402/1059761/total-contributions
1071735,hr,4471,112,UNOPPOSED,5310670,2976297,,http://maplight.org/us-congress/bill/112-hr-4471/1071735/total-contributions
1080091,hr,4480,112,PASSED,7155951,91085354,Domestic Energy and Jobs Act,http://maplight.org/us-congress/bill/112-hr-4480/1080091/total-contributions
1071739,hr,4480,112,PASSED,7155951,91085354,Domestic Energy and Jobs Act,http://maplight.org/us-congress/bill/112-hr-4480/1071739/total-contributions
1062625,hr,4607,112,UNOPPOSED,817109,21702445,,http://maplight.org/us-congress/bill/112-hr-4607/1062625/total-contributions
1062655,hr,4628,112,PASSED,157670,15347564,Interest Rate Reduction Act,http://maplight.org/us-congress/bill/112-hr-4628/1062655/total-contributions
1062990,hr,4948,112,UNOPPOSED,4429329,0,,http://maplight.org/us-congress/bill/112-hr-4948/1062990/total-contributions
1063478,hr,4965,112,UNOPPOSED,12858312,0,,http://maplight.org/us-congress/bill/112-hr-4965/1063478/total-contributions
1069848,hr,4970,112,PASSED,0,23333832,Violence Against Women Reauthorization Act of 2012,http://maplight.org/us-congress/bill/112-hr-4970/1069848/total-contributions
1063575,hr,5050,112,UNOPPOSED,1809178,0,,http://maplight.org/us-congress/bill/112-hr-5050/1063575/total-contributions
1067696,hr,5651,112,PASSED,30247428,10057137,Food and Drug Administration Reform Act of 2012,http://maplight.org/us-congress/bill/112-hr-5651/1067696/total-contributions
1074110,hr,5651,112,PASSED,30247428,10057137,Food and Drug Administration Reform Act of 2013,http://maplight.org/us-congress/bill/112-hr-5651/1074110/total-contributions
1067917,hr,5727,112,UNOPPOSED,7138419,0,,http://maplight.org/us-congress/bill/112-hr-5727/1067917/total-contributions
1069773,hr,5741,112,UNOPPOSED,3815241,0,,http://maplight.org/us-congress/bill/112-hr-5741/1069773/total-contributions
1069778,hr,5744,112,UNOPPOSED,6407694,0,,http://maplight.org/us-congress/bill/112-hr-5744/1069778/total-contributions
1069791,hr,5746,112,UNOPPOSED,33147293,0,,http://maplight.org/us-congress/bill/112-hr-5746/1069791/total-contributions
1106611,hr,5817,112,PASSED,12781799,478,Eliminate Privacy Notice Confusion Act,http://maplight.org/us-congress/bill/112-hr-5817/1106611/total-contributions
1099623,hr,5865,112,PASSED,4365065,0,American Manufacturing Competitiveness Act of 2012,http://maplight.org/us-congress/bill/112-hr-5865/1099623/total-contributions
1086087,hr,5872,112,PASSED,3935236,0,Sequestration Transparency Act of 2012,http://maplight.org/us-congress/bill/112-hr-5872/1086087/total-contributions
1087001,hr,5872,112,PASSED,6811247,0,Sequestration Transparency Act of 2012,http://maplight.org/us-congress/bill/112-hr-5872/1087001/total-contributions
1075392,hr,5872,112,PASSED,6811247,0,Sequestration Transparency Act of 2012,http://maplight.org/us-congress/bill/112-hr-5872/1075392/total-contributions
1075402,hr,5879,112,UNOPPOSED,12824981,0,,http://maplight.org/us-congress/bill/112-hr-5879/1075402/total-contributions
1108622,hr,5949,112,PASSED,0,5779568,FISA Amendments Act Reauthorization Act of 2012,http://maplight.org/us-congress/bill/112-hr-5949/1108622/total-contributions
1099625,hr,5949,112,PASSED,0,3231868,FISA Amendments Act Reauthorization Act of 2012,http://maplight.org/us-congress/bill/112-hr-5949/1099625/total-contributions
1078957,hr,5955,112,UNOPPOSED,3812860,0,,http://maplight.org/us-congress/bill/112-hr-5955/1078957/total-contributions
1080067,hr,5978,112,UNOPPOSED,3370451,0,,http://maplight.org/us-congress/bill/112-hr-5978/1080067/total-contributions
1082498,hr,6033,112,UNOPPOSED,4084199,0,,http://maplight.org/us-congress/bill/112-hr-6033/1082498/total-contributions
1083247,hr,6047,112,UNOPPOSED,10592707,0,,http://maplight.org/us-congress/bill/112-hr-6047/1083247/total-contributions
1085622,hr,6079,112,PASSED,14218860,5456155,Repeal of Obamacare Act,http://maplight.org/us-congress/bill/112-hr-6079/1085622/total-contributions
1086879,hr,6082,112,PASSED,8584649,1628139,Congressional Replacement of President Obama's Energy-Restricting and Job-Limiting Offshore Drilling Plan,http://maplight.org/us-congress/bill/112-hr-6082/1086879/total-contributions
1085499,hr,6082,112,PASSED,8584649,1628139,Congressional Replacement of President Obama's Energy-Restricting and Job-Limiting Offshore Drilling Plan,http://maplight.org/us-congress/bill/112-hr-6082/1085499/total-contributions
1085500,hr,6083,112,UNOPPOSED,30828050,15507972,,http://maplight.org/us-congress/bill/112-hr-6083/1085500/total-contributions
1085510,hr,6089,112,UNOPPOSED,6342015,652370,,http://maplight.org/us-congress/bill/112-hr-6089/1085510/total-contributions
1085900,hr,6125,112,UNOPPOSED,2412925,0,,http://maplight.org/us-congress/bill/112-hr-6125/1085900/total-contributions
1086311,hr,6139,112,UNOPPOSED,12096284,4351410,,http://maplight.org/us-congress/bill/112-hr-6139/1086311/total-contributions
1105169,hr,6156,112,PASSED,140082170,136500,Russia and Moldova Jackson-Vanik Repeal and Sergei Magnitsky Rule of Law Accountability Act of 2012,http://maplight.org/us-congress/bill/112-hr-6156/1105169/total-contributions
1106395,hr,6156,112,PASSED,155255994,152167,Russia and Moldova Jackson-Vanik Repeal and Sergei Magnitsky Rule of Law Accountability Act of 2012,http://maplight.org/us-congress/bill/112-hr-6156/1106395/total-contributions
1087848,hr,6169,112,PASSED,726329,3353951,"Pathway to Job Creation Through a Simpler, Fairer Tax Code Act of 2012",http://maplight.org/us-congress/bill/112-hr-6169/1087848/total-contributions
1086848,hr,6169,112,PASSED,726329,3353951,"Pathway to Job Creation Through a Simpler, Fairer Tax Code Act of 2012",http://maplight.org/us-congress/bill/112-hr-6169/1086848/total-contributions
1106567,hr,6190,112,NOT PASSED,6979459,25913959,,http://maplight.org/us-congress/bill/112-hr-6190/1106567/total-contributions
1087047,hr,6190,112,NOT PASSED,6979459,25913959,,http://maplight.org/us-congress/bill/112-hr-6190/1087047/total-contributions
1087055,hr,6194,112,UNOPPOSED,1123943,1632139,,http://maplight.org/us-congress/bill/112-hr-6194/1087055/total-contributions
1087064,hr,6199,112,UNOPPOSED,1004720,0,,http://maplight.org/us-congress/bill/112-hr-6199/1087064/total-contributions
1087067,hr,6200,112,UNOPPOSED,2016907,0,,http://maplight.org/us-congress/bill/112-hr-6200/1087067/total-contributions
1087077,hr,6204,112,UNOPPOSED,515714,0,,http://maplight.org/us-congress/bill/112-hr-6204/1087077/total-contributions
1104425,hr,6211,112,UNOPPOSED,13933513,0,,http://maplight.org/us-congress/bill/112-hr-6211/1104425/total-contributions
1100337,hr,6213,112,PASSED,8300869,2370015,No More Solyndras Act,http://maplight.org/us-congress/bill/112-hr-6213/1100337/total-contributions
1087188,hr,6213,112,PASSED,8300869,2370015,No More Solyndras Act,http://maplight.org/us-congress/bill/112-hr-6213/1087188/total-contributions
1087288,hr,6228,112,UNOPPOSED,0,28815012,,http://maplight.org/us-congress/bill/112-hr-6228/1087288/total-contributions
1087846,hr,6233,112,PASSED,0,15998108,Agricultural Disaster Assistance Act of 2012,http://maplight.org/us-congress/bill/112-hr-6233/1087846/total-contributions
1087488,hr,6233,112,PASSED,0,15998108,Agricultural Disaster Assistance Act of 2012,http://maplight.org/us-congress/bill/112-hr-6233/1087488/total-contributions
1088206,hr,6339,112,UNOPPOSED,8978,0,,http://maplight.org/us-congress/bill/112-hr-6339/1088206/total-contributions
1099361,hr,6363,112,UNOPPOSED,671672,1237070,,http://maplight.org/us-congress/bill/112-hr-6363/1099361/total-contributions
1100262,hr,6388,112,UNOPPOSED,628969,0,,http://maplight.org/us-congress/bill/112-hr-6388/1100262/total-contributions
1100471,hr,6423,112,UNOPPOSED,2324780,0,,http://maplight.org/us-congress/bill/112-hr-6423/1100471/total-contributions
1100476,hr,6426,112,UNOPPOSED,3697653,0,,http://maplight.org/us-congress/bill/112-hr-6426/1100476/total-contributions
1105500,hr,6429,112,PASSED,38806288,1902773,STEM Jobs Act of 2012,http://maplight.org/us-congress/bill/112-hr-6429/1105500/total-contributions
1101250,hr,6429,112,NOT PASSED,38586235,1898023,STEM Jobs Act of 2012,http://maplight.org/us-congress/bill/112-hr-6429/1101250/total-contributions
1102446,hr,6448,112,UNOPPOSED,16978,0,,http://maplight.org/us-congress/bill/112-hr-6448/1102446/total-contributions
1102497,hr,6477,112,UNOPPOSED,0,34045112,,http://maplight.org/us-congress/bill/112-hr-6477/1102497/total-contributions
1102695,hr,6480,112,UNOPPOSED,4872759,2195212,,http://maplight.org/us-congress/bill/112-hr-6480/1102695/total-contributions
1104761,hr,6575,112,UNOPPOSED,5634352,0,,http://maplight.org/us-congress/bill/112-hr-6575/1104761/total-contributions
1106416,hr,6582,112,PASSED,9096981,0,American Energy Manufacturing Technical Corrections Act,http://maplight.org/us-congress/bill/112-hr-6582/1106416/total-contributions
1104940,hr,6584,112,UNOPPOSED,5235418,0,,http://maplight.org/us-congress/bill/112-hr-6584/1104940/total-contributions
1105238,hr,6598,112,UNOPPOSED,15969941,0,,http://maplight.org/us-congress/bill/112-hr-6598/1105238/total-contributions
1105482,hr,6611,112,UNOPPOSED,9512578,5057390,,http://maplight.org/us-congress/bill/112-hr-6611/1105482/total-contributions
1106386,hr,6641,112,UNOPPOSED,65900,1180860,,http://maplight.org/us-congress/bill/112-hr-6641/1106386/total-contributions
1106963,hr,6672,112,PASSED,1347489,0,Pandemic and All-Hazards Preparedness Reauthorization Act of 2012,http://maplight.org/us-congress/bill/112-hr-6672/1106963/total-contributions
1108142,hr,6684,112,PASSED,182329,22260253,Spending Reduction Act of 2012,http://maplight.org/us-congress/bill/112-hr-6684/1108142/total-contributions
